STT,Tinh_Thanh,Ten_Xa_Moi,Cac_Xa_Cu_Sap_Nhap,Loai_Don_Vi
1781,Nghệ An,Tam Quang,xã Tam Đình và xã Tam Quang,Xã
1782,Nghệ An,Tam Thái,xã Tam Hợp (huyện Tương Dương) và xã Tam Thái,Xã
1783,Nghệ An,Tương Dương,"thị trấn Thạch Giám, xã Lưu Kiền và xã Xá Lượng",Xã
1784,Nghệ An,Yên Hòa,xã Yên Thắng và xã Yên Hòa,Xã
1785,Nghệ An,Yên Na,xã Yên Tĩnh và xã Yên Na,Xã
1786,Nghệ An,Yên Thành,"thị trấn Hoa Thành và các xã Đông Thành, Tăng Thành, Văn Thành",Xã
1787,Nghệ An,Quan Thành,"các xã Bắc Thành, Nam Thành, Trung Thành và Xuân Thành",Xã
1788,Nghệ An,Hợp Minh,"các xã Bảo Thành, Long Thành, Sơn Thành, Viên Thành và Vĩnh Thành",Xã
1789,Nghệ An,Vân Tụ,"các xã Liên Thành, Mỹ Thành và Vân Tụ",Xã
1790,Nghệ An,Vân Du,"các xã Minh Thành, Tây Thành và Thịnh Thành",Xã
1791,Nghệ An,Quang Đồng,"các xã Đồng Thành, Kim Thành và Quang Thành",Xã
1792,Nghệ An,Giai Lạc,"các xã Hậu Thành, Lăng Thành và Phúc Thành",Xã
1793,Nghệ An,Bình Minh,"các xã Đức Thành, Mã Thành, Tân Thành và Tiến Thành",Xã
1794,Nghệ An,Đông Thành,"các xã Đô Thành, Phú Thành và Thọ Thành",Xã
1795,Nghệ An,Hoàng Mai,"phường Quỳnh Thiện, xã Quỳnh Trang và xã Quỳnh Vinh",Phường
1796,Nghệ An,Quỳnh Mai,"các phường Mai Hùng, Quỳnh Phương, Quỳnh Xuân và xã Quỳnh Liên",Phường
1797,Nghệ An,Tân Mai,"phường Quỳnh Dị, xã Quỳnh Lập và xã Quỳnh Lộc",Phường
1798,Nghệ An,Thái Hòa,"các phường Hòa Hiếu, Long Sơn và Quang Phong",Phường
1799,Nghệ An,Tây Hiếu,"phường Quang Tiến, xã Nghĩa Tiến và xã Tây Hiếu",Phường
1800,Nghệ An,Trường Vinh,"các phường Bến Thủy, Hưng Dũng, Hưng Phúc, Trung Đô, Trường Thi, Vinh Tân và xã Hưng Hòa",Phường
1801,Nghệ An,Thành Vinh,"các phường Cửa Nam, Đông Vĩnh, Hưng Bình, Lê Lợi, Quang Trung và xã Hưng Chính",Phường
1802,Nghệ An,Vinh Hưng,"phường Hưng Đông, phường Quán Bàu, xã Nghi Kim và xã Nghi Liên",Phường
1803,Nghệ An,Vinh Phú,"các phường Hà Huy Tập, Nghi Đức, Nghi Phú và xã Nghi Ân",Phường
1804,Nghệ An,Vinh Lộc,"phường Hưng Lộc và các xã Nghi Phong, Nghi Thái, Nghi Xuân, Phúc Thọ",Phường
1805,Nghệ An,Cửa Lò,"các phường Nghi Hải, Nghi Hòa, Nghi Hương, Nghi Tân, Nghi Thu, Nghi Thủy và Thu Thủy",Phường
1806,Ninh Bình,Bình Lục,,Xã
1807,Ninh Bình,Bình Mỹ,,Xã
1808,Ninh Bình,Bình An,"các xã Trung Lương, Ngọc Lũ và Bình An",Xã
1809,Ninh Bình,Bình Giang,"các xã Bồ Đề, Vũ Bản và An Ninh",Xã
1810,Ninh Bình,Bình Sơn,"các xã Tiêu Động, An Lão và An Đổ",Xã
1811,Ninh Bình,Liêm Hà,"các xã Liêm Phong, Liêm Cần và Thanh Hà",Xã
1812,Ninh Bình,Tân Thanh,"thị trấn Tân Thanh, xã Thanh Thủy và xã Thanh Phong",Xã
1813,Ninh Bình,Thanh Bình,"các xã Liêm Sơn, Liêm Thuận và Liêm Túc",Xã
1814,Ninh Bình,Thanh Lâm,"các xã Thanh Nghị, Thanh Tân và Thanh Hải",Xã
1815,Ninh Bình,Thanh Liêm,"các xã Thanh Hương, Thanh Tâm và Thanh Nguyên",Xã
1816,Ninh Bình,Lý Nhân,"các xã Chính Lý, Hợp Lý và Văn Lý",Xã
1817,Ninh Bình,Nam Xang,"các xã Công Lý, Nguyên Lý và Đức Lý",Xã
1818,Ninh Bình,Bắc Lý,"các xã Chân Lý, Đạo Lý và Bắc Lý",Xã
1819,Ninh Bình,Vĩnh Trụ,"thị trấn Vĩnh Trụ, xã Nhân Chính và xã Nhân Khang",Xã
1820,Ninh Bình,Trần Thương,"các xã Trần Hưng Đạo, Nhân Nghĩa và Nhân Bình",Xã
1821,Ninh Bình,Nhân Hà,"các xã Nhân Thịnh, Nhân Mỹ và Xuân Khê",Xã
1822,Ninh Bình,Nam Lý,"các xã Tiến Thắng (huyện Lý Nhân), Phú Phúc và Hòa Hậu",Xã
1823,Ninh Bình,Nam Trực,"thị trấn Nam Giang, xã Nam Cường và xã Nam Hùng",Xã
1824,Ninh Bình,Nam Minh,"các xã Nam Dương, Bình Minh và Nam Tiến",Xã
1825,Ninh Bình,Nam Đồng,xã Đồng Sơn và xã Nam Thái,Xã
1826,Ninh Bình,Nam Ninh,"các xã Nam Hoa, Nam Lợi, Nam Hải và Nam Thanh",Xã
1827,Ninh Bình,Nam Hồng,"các xã Tân Thịnh, Nam Thắng và Nam Hồng",Xã
1828,Ninh Bình,Minh Tân,xã Cộng Hòa và xã Minh Tân,Xã
1829,Ninh Bình,Hiển Khánh,"các xã Hợp Hưng, Trung Thành, Quang Trung và Hiển Khánh",Xã
1830,Ninh Bình,Vụ Bản,"thị trấn Gôi, xã Kim Thái và xã Tam Thanh",Xã
1831,Ninh Bình,Liên Minh,"các xã Vĩnh Hào, Đại Thắng và Liên Minh",Xã
1832,Ninh Bình,Ý Yên,"xã Yên Phong và xã Hồng Quang (huyện Ý Yên), xã Yên Khánh, thị trấn Lâm",Xã
1833,Ninh Bình,Yên Đồng,"các xã Yên Đồng (huyện Ý Yên), Yên Trị và Yên Khang",Xã
1834,Ninh Bình,Yên Cường,"xã Yên Nhân và xã Yên Lộc (huyện Ý Yên), xã Yên Phúc, xã Yên Cường",Xã
1835,Ninh Bình,Vạn Thắng,"các xã Yên Thắng (huyện Ý Yên), Yên Tiến và Yên Lương",Xã
1836,Ninh Bình,Vũ Dương,"các xã Yên Mỹ (huyện Ý Yên), Yên Bình, Yên Dương và Yên Ninh",Xã
1837,Ninh Bình,Tân Minh,xã Trung Nghĩa và xã Tân Minh,Xã
1838,Ninh Bình,Phong Doanh,"các xã Phú Hưng, Yên Thọ và Yên Chính",Xã
1839,Ninh Bình,Cổ Lễ,"thị trấn Cổ Lễ, xã Trung Đông và xã Trực Tuấn",Xã
1840,Ninh Bình,Ninh Giang,"các xã Trực Chính, Phương Định và Liêm Hải",Xã
1841,Ninh Bình,Cát Thành,"thị trấn Cát Thành, xã Việt Hùng và xã Trực Đạo",Xã
1842,Ninh Bình,Trực Ninh,"các xã Trực Thanh, Trực Nội và Trực Hưng",Xã
1843,Ninh Bình,Quang Hưng,"các xã Trực Khang, Trực Mỹ và Trực Thuận",Xã
1844,Ninh Bình,Minh Thái,"các xã Trực Đại, Trực Thái và Trực Thắng",Xã
1845,Ninh Bình,Ninh Cường,"thị trấn Ninh Cường, xã Trực Cường và xã Trực Hùng",Xã
1846,Ninh Bình,Xuân Trường,"thị trấn Xuân Trường và các xã Xuân Phúc, Xuân Ninh, Xuân Ngọc",Xã
1847,Ninh Bình,Xuân Hưng,"các xã Xuân Vinh, Trà Lũ và Thọ Nghiệp",Xã
1848,Ninh Bình,Xuân Giang,"các xã Xuân Tân, Xuân Phú và Xuân Giang",Xã
1849,Ninh Bình,Xuân Hồng,"các xã Xuân Châu, Xuân Thành, Xuân Thượng và Xuân Hồng",Xã
1850,Ninh Bình,Hải Hậu,"thị trấn Yên Định, xã Hải Trung và xã Hải Long",Xã
1851,Ninh Bình,Hải Anh,"các xã Hải Minh, Hải Đường và Hải Anh",Xã
1852,Ninh Bình,Hải Tiến,"thị trấn Cồn, xã Hải Sơn và xã Hải Tân",Xã
1853,Ninh Bình,Hải Hưng,"các xã Hải Nam, Hải Lộc và Hải Hưng",Xã
1854,Ninh Bình,Hải An,"các xã Hải Phong, Hải Giang và Hải An",Xã
1855,Ninh Bình,Hải Quang,"các xã Hải Đông, Hải Tây và Hải Quang",Xã
1856,Ninh Bình,Hải Xuân,"các xã Hải Phú, Hải Hòa và Hải Xuân",Xã
1857,Ninh Bình,Hải Thịnh,"thị trấn Thịnh Long, xã Hải Châu và xã Hải Ninh",Xã
1858,Ninh Bình,Giao Minh,"các xã Giao Thiện, Giao Hương và Giao Thanh",Xã
1859,Ninh Bình,Giao Hòa,"các xã Hồng Thuận, Giao An và Giao Lạc",Xã
1860,Ninh Bình,Giao Thủy,thị trấn Giao Thủy và xã Bình Hòa,Xã
1861,Ninh Bình,Giao Phúc,"các xã Giao Xuân, Giao Hà và Giao Hải",Xã
1862,Ninh Bình,Giao Hưng,"các xã Giao Nhân, Giao Long và Giao Châu",Xã
1863,Ninh Bình,Giao Bình,"các xã Giao Yến, Bạch Long và Giao Tân",Xã
1864,Ninh Bình,Giao Ninh,"thị trấn Quất Lâm, xã Giao Phong và xã Giao Thịnh",Xã
1865,Ninh Bình,Đồng Thịnh,xã Hoàng Nam và xã Đồng Thịnh,Xã
1866,Ninh Bình,Nghĩa Hưng,"thị trấn Liễu Đề và các xã Nghĩa Thái, Nghĩa Châu, Nghĩa Trung",Xã
1867,Ninh Bình,Nghĩa Sơn,xã Nghĩa Lạc và xã Nghĩa Sơn,Xã
1868,Ninh Bình,Hồng Phong,"các xã Nghĩa Hồng, Nghĩa Phong và Nghĩa Phú",Xã
1869,Ninh Bình,Quỹ Nhất,"thị trấn Quỹ Nhất, xã Nghĩa Thành và xã Nghĩa Lợi",Xã
1870,Ninh Bình,Nghĩa Lâm,"các xã Nghĩa Hùng, Nghĩa Hải và Nghĩa Lâm",Xã
1871,Ninh Bình,Rạng Đông,"xã Nam Điền (huyện Nghĩa Hưng), xã Phúc Thắng và thị trấn Rạng Đông",Xã
1872,Ninh Bình,Gia Viễn,thị trấn Thịnh Vượng và xã Gia Hòa,Xã
1873,Ninh Bình,Đại Hoàng,"các xã Tiến Thắng (huyện Gia Viễn), Gia Phương và Gia Trung",Xã
1874,Ninh Bình,Gia Hưng,"các xã Liên Sơn (huyện Gia Viễn), Gia Phú và Gia Hưng",Xã
1875,Ninh Bình,Gia Phong,"các xã Gia Lạc, Gia Minh và Gia Phong",Xã
1876,Ninh Bình,Gia Vân,"xã Gia Lập, xã Gia Vân và một phần diện tích tự nhiên, quy mô dân số của xã Gia Tân",Xã
1877,Ninh Bình,Gia Trấn,"các xã Gia Thanh, Gia Xuân và Gia Trấn",Xã
1878,Ninh Bình,Nho Quan,"thị trấn Nho Quan, xã Đồng Phong và xã Yên Quang",Xã
1879,Ninh Bình,Gia Lâm,"các xã Gia Sơn, Xích Thổ và Gia Lâm",Xã
1880,Ninh Bình,Gia Tường,"các xã Gia Thủy, Đức Long và Gia Tường",Xã
1881,Ninh Bình,Phú Sơn,"các xã Thạch Bình, Lạc Vân và Phú Sơn",Xã
1882,Ninh Bình,Cúc Phương,xã Văn Phương và xã Cúc Phương,Xã
1883,Ninh Bình,Phú Long,xã Kỳ Phú và xã Phú Long,Xã
1884,Ninh Bình,Thanh Sơn,"các xã Thanh Sơn (huyện Nho Quan), Thượng Hòa và Văn Phú",Xã
1885,Ninh Bình,Quỳnh Lưu,xã Phú Lộc và xã Quỳnh Lưu,Xã
1886,Ninh Bình,Yên Khánh,"thị trấn Yên Ninh và các xã Khánh Cư, Khánh Vân, Khánh Hải",Xã
1887,Ninh Bình,Khánh Nhạc,xã Khánh Hồng và xã Khánh Nhạc,Xã
1888,Ninh Bình,Khánh Thiện,"các xã Khánh Cường, Khánh Lợi và Khánh Thiện",Xã
1889,Ninh Bình,Khánh Hội,"các xã Khánh Mậu, Khánh Thủy và Khánh Hội",Xã
1890,Ninh Bình,Khánh Trung,"các xã Khánh Thành, Khánh Công và Khánh Trung",Xã
1891,Ninh Bình,Yên Mô,"thị trấn Yên Thịnh, xã Khánh Dương và xã Yên Hòa",Xã
1892,Ninh Bình,Yên Từ,"các xã Yên Phong và xã Yên Nhân (huyện Yên Mô), xã Yên Từ",Xã
1893,Ninh Bình,Yên Mạc,"các xã Yên Mỹ (huyện Yên Mô), Yên Lâm và Yên Mạc",Xã
1894,Ninh Bình,Đồng Thái,"các xã Yên Đồng (huyện Yên Mô), Yên Thành và Yên Thái",Xã
1895,Ninh Bình,Chất Bình,"các xã Xuân Chính, Hồi Ninh và Chất Bình",Xã
1896,Ninh Bình,Kim Sơn,"các xã Kim Định, Ân Hòa và Hùng Tiến",Xã
1897,Ninh Bình,Quang Thiện,"các xã Như Hòa, Đồng Hướng và Quang Thiện",Xã
1898,Ninh Bình,Phát Diệm,"thị trấn Phát Diệm, xã Thượng Kiệm và xã Kim Chính",Xã
1899,Ninh Bình,Lai Thành,"các xã Yên Lộc (huyện Kim Sơn), Tân Thành và Lai Thành",Xã
1900,Ninh Bình,Định Hóa,"các xã Văn Hải, Kim Tân và Định Hóa",Xã
1901,Ninh Bình,Bình Minh,"thị trấn Bình Minh, xã Cồn Thoi và xã Kim Mỹ",Xã
1902,Ninh Bình,Kim Đông,"xã Kim Trung, xã Kim Đông và khu vực bãi bồi ven biển (do huyện Kim Sơn quản lý)",Xã
1903,Ninh Bình,Duy Tiên,"các xã Chuyên Ngoại, Trác Văn, Yên Nam và một phần diện tích tự nhiên, quy mô dân số của phường Hòa Mạc",Phường
1904,Ninh Bình,Duy Tân,"phường Châu Giang, xã Mộc Hoàn và phần còn lại của phường Hòa Mạc sau khi sắp xếp theo quy định tại khoản 98 Điều này",Phường
1905,Ninh Bình,Đồng Văn,"các phường Bạch Thượng, Yên Bắc và Đồng Văn",Phường
1906,Ninh Bình,Duy Hà,"phường Duy Minh, phường Duy Hải và một phần diện tích tự nhiên, quy mô dân số của phường Hoàng Đông",Phường
1907,Ninh Bình,Tiên Sơn,"phường Tiên Sơn, và một phần diện tích tự nhiên, quy mô dân số của phường Tiên Nội, xã Tiên Ngoại",Phường
1908,Ninh Bình,Lê Hồ,"các phường Đại Cương, Đồng Hoá và Lê Hồ",Phường
1909,Ninh Bình,Nguyễn Úy,"phường Tượng Lĩnh, phường Tân Sơn và xã Nguyễn Úy",Phường
1910,Ninh Bình,Lý Thường Kiệt,"xã Liên Sơn và xã Thanh Sơn (thị xã Kim Bảng), phường Thi Sơn",Phường
1911,Ninh Bình,Kim Thanh,phường Tân Tựu và xã Hoàng Tây,Phường
1912,Ninh Bình,Tam Chúc,"phường Ba Sao, xã Khả Phong và xã Thuỵ Lôi",Phường
1913,Ninh Bình,Kim Bảng,"phường Quế, phường Ngọc Sơn và xã Văn Xá",Phường
1914,Ninh Bình,Hà Nam,"phường Lam Hạ, phường Tân Hiệp, một phần diện tích tự nhiên, quy mô dân số của phường Quang Trung (thành phố Phủ Lý), phần còn lại của phường Hoàng Đông sau khi sắp xếp theo quy định tại khoản 101 Điều này và phần còn lại của phường Tiên Nội, xã Tiên Ngoại sau khi sắp xếp theo quy định tại khoản 102 Điều này",Phường
1915,Ninh Bình,Phù Vân,"phường Lê Hồng Phong, xã Kim Bình và xã Phù Vân",Phường
1916,Ninh Bình,Châu Sơn,"phường Thanh Tuyền, phường Châu Sơn và thị trấn Kiện Khê",Phường
1917,Ninh Bình,Phủ Lý,"các phường Châu Cầu, Thanh Châu, Liêm Chính và phần còn lại của phường Quang Trung (thành phố Phủ Lý) sau khi sắp xếp theo quy định tại khoản 109 Điều này",Phường
1918,Ninh Bình,Liêm Tuyền,"phường Tân Liêm, xã Đinh Xá và xã Trịnh Xá",Phường
1919,Ninh Bình,Nam Định,"các phường Quang Trung (thành phố Nam Định), Vị Xuyên, Lộc Vượng, Cửa Bắc, Trần Hưng Đạo, Năng Tĩnh, Cửa Nam và xã Mỹ Phúc",Phường
1920,Ninh Bình,Thiên Trường,"phường Lộc Hạ, xã Mỹ Tân và xã Mỹ Trung",Phường
1921,Ninh Bình,Đông A,"phường Lộc Hòa, xã Mỹ Thắng và xã Mỹ Hà",Phường
1922,Ninh Bình,Vị Khê,xã Nam Điền (huyện Nam Trực) và phường Nam Phong,Phường
1923,Ninh Bình,Thành Nam,phường Mỹ Xá và xã Đại An,Phường
1924,Ninh Bình,Trường Thi,phường Trường Thi và xã Thành Lợi,Phường
1925,Ninh Bình,Hồng Quang,"xã Hồng Quang (huyện Nam Trực), xã Nghĩa An và phường Nam Vân",Phường
1926,Ninh Bình,Mỹ Lộc,"phường Hưng Lộc, xã Mỹ Thuận và xã Mỹ Lộc",Phường
1927,Ninh Bình,Tây Hoa Lư,"phường Ninh Giang, các xã Trường Yên, Ninh Hòa, Phúc Sơn, Gia Sinh và phần còn lại của xã Gia Tân sau khi sắp xếp theo quy định tại khoản 71 Điều này",Phường
1928,Ninh Bình,Hoa Lư,"các phường Ninh Mỹ, Ninh Khánh, Đông Thành, Tân Thành, Vân Giang, Nam Thành, Nam Bình, Bích Đào và các xã Ninh Khang, Ninh Nhất, Ninh Tiến",Phường
1929,Ninh Bình,Nam Hoa Lư,"phường Ninh Phong, phường Ninh Sơn và các xã Ninh Vân, Ninh An, Ninh Hải",Phường
1930,Ninh Bình,Đông Hoa Lư,"phường Ninh Phúc và các xã Khánh Hòa, Khánh Phú, Khánh An",Phường
1931,Ninh Bình,Tam Điệp,"phường Bắc Sơn, phường Tây Sơn và xã Quang Sơn",Phường
1932,Ninh Bình,Yên Sơn,"phường Tân Bình, xã Quảng Lạc và xã Yên Sơn",Phường
1933,Ninh Bình,Trung Sơn,"phường Nam Sơn, phường Trung Sơn và xã Đông Sơn",Phường
1934,Ninh Bình,Yên Thắng,"xã Yên Thắng (huyện Yên Mô), xã Khánh Thượng và phường Yên Bình",Phường
1935,Phú Thọ,Hy Cương,"các xã Thanh Đình, Chu Hóa và Hy Cương",Xã
1936,Phú Thọ,Lâm Thao,"thị trấn Hùng Sơn, thị trấn Lâm Thao và xã Thạch Sơn",Xã
1937,Phú Thọ,Xuân Lũng,"các xã Tiên Kiên, Xuân Huy và Xuân Lũng",Xã
1938,Phú Thọ,Phùng Nguyên,"các xã Tứ Xã, Sơn Vi và Phùng Nguyên",Xã
1939,Phú Thọ,Bản Nguyên,"các xã Cao Xá, Vĩnh Lại và Bản Nguyên",Xã
1940,Phú Thọ,Phù Ninh,"thị trấn Phong Châu và các xã Phú Nham, Phú Lộc, Phù Ninh",Xã
1941,Phú Thọ,Dân Chủ,"các xã Bảo Thanh, Trị Quận, Hạ Giáp và Gia Thanh",Xã
1942,Phú Thọ,Phú Mỹ,"các xã Liên Hoa, Lệ Mỹ và Phú Mỹ",Xã
1943,Phú Thọ,Trạm Thản,"các xã Tiên Phú, Trung Giáp và Trạm Thản",Xã
1944,Phú Thọ,Bình Phú,"các xã Tiên Du, An Đạo và Bình Phú",Xã
1945,Phú Thọ,Thanh Ba,"thị trấn Thanh Ba và các xã Đồng Xuân, Hanh Cù, Vân Lĩnh",Xã
1946,Phú Thọ,Quảng Yên,"các xã Đại An, Đông Lĩnh và Quảng Yên",Xã
1947,Phú Thọ,Hoàng Cương,"các xã Ninh Dân, Mạn Lạn và Hoàng Cương",Xã
1948,Phú Thọ,Đông Thành,"các xã Khải Xuân, Võ Lao và Đông Thành",Xã
1949,Phú Thọ,Chí Tiên,"các xã Sơn Cương, Thanh Hà và Chí Tiên",Xã
1950,Phú Thọ,Liên Minh,"các xã Đỗ Sơn, Đỗ Xuyên và Lương Lỗ",Xã
1951,Phú Thọ,Đoan Hùng,"thị trấn Đoan Hùng, xã Hợp Nhất và xã Ngọc Quan",Xã
1952,Phú Thọ,Tây Cốc,"các xã Phú Lâm, Ca Đình và Tây Cốc",Xã
1953,Phú Thọ,Chân Mộng,"các xã Hùng Long, Yên Kiện và Chân Mộng",Xã
1954,Phú Thọ,Chí Đám,xã Hùng Xuyên và xã Chí Đám,Xã
1955,Phú Thọ,Bằng Luân,"các xã Bằng Doãn, Phúc Lai và Bằng Luân",Xã
1956,Phú Thọ,Hạ Hòa,"thị trấn Hạ Hòa và các xã Minh Hạc, Ấm Hạ, Gia Điền",Xã
1957,Phú Thọ,Đan Thượng,"các xã Tứ Hiệp, Đại Phạm, Hà Lương và Đan Thượng",Xã
1958,Phú Thọ,Yên Kỳ,"các xã Hương Xạ, Phương Viên và Yên Kỳ",Xã
1959,Phú Thọ,Vĩnh Chân,"các xã Lang Sơn, Yên Luật và Vĩnh Chân",Xã
1960,Phú Thọ,Văn Lang,"các xã Vô Tranh, Bằng Giã, Minh Côi và Văn Lang",Xã
1961,Phú Thọ,Hiền Lương,xã Hiền Lương (huyện Hạ Hòa) và xã Xuân Áng,Xã
1962,Phú Thọ,Cẩm Khê,"thị trấn Cẩm Khê, xã Minh Tân và xã Phong Thịnh",Xã
1963,Phú Thọ,Phú Khê,xã Hương Lung và xã Phú Khê,Xã
1964,Phú Thọ,Hùng Việt,xã Nhật Tiến và xã Hùng Việt,Xã
1965,Phú Thọ,Đồng Lương,"các xã Điêu Lương, Yên Dưỡng và Đồng Lương",Xã
1966,Phú Thọ,Tiên Lương,"các xã Phượng Vĩ, Minh Thắng và Tiên Lương",Xã
1967,Phú Thọ,Vân Bán,"các xã Tùng Khê, Tam Sơn và Văn Bán",Xã
1968,Phú Thọ,Tam Nông,"thị trấn Hưng Hóa, xã Dân Quyền và xã Hương Nộn",Xã
1969,Phú Thọ,Thọ Văn,"các xã Dị Nậu, Tề Lễ và Thọ Văn",Xã
1970,Phú Thọ,Vạn Xuân,"các xã Quang Húc, Lam Sơn và Vạn Xuân",Xã
1971,Phú Thọ,Hiền Quan,"các xã Thanh Uyên, Bắc Sơn và Hiền Quan",Xã
1972,Phú Thọ,Thanh Thủy,"các xã Sơn Thủy (huyện Thanh Thủy), Đoan Hạ, Bảo Yên và thị trấn Thanh Thủy",Xã
1973,Phú Thọ,Đào Xá,"các xã Xuân Lộc, Thạch Đồng, Tân Phương và Đào Xá",Xã
1974,Phú Thọ,Tu Vũ,"các xã Đồng Trung, Hoàng Xá và Tu Vũ",Xã
1975,Phú Thọ,Thanh Sơn,,Xã
1976,Phú Thọ,Võ Miếu,"các xã Địch Quả, Cự Thắng và Võ Miếu",Xã
1977,Phú Thọ,Văn Miếu,"xã Tân Lập và xã Tân Minh (huyện Thanh Sơn), xã Văn Miếu",Xã
1978,Phú Thọ,Cự Đồng,"các xã Tất Thắng, Thắng Sơn và Cự Đồng",Xã
1979,Phú Thọ,Hương Cần,"các xã Yên Lương, Yên Lãng và Hương Cần",Xã
1980,Phú Thọ,Yên Sơn,"các xã Tinh Nhuệ, Lương Nha và Yên Sơn",Xã
1981,Phú Thọ,Khả Cửu,"các xã Đông Cửu, Thượng Cửu và Khả Cửu",Xã
1982,Phú Thọ,Tân Sơn,"thị trấn Tân Phú, xã Thu Ngạc và xã Thạch Kiệt",Xã
1983,Phú Thọ,Minh Đài,"các xã Mỹ Thuận, Văn Luông và Minh Đài",Xã
1984,Phú Thọ,Lai Đồng,"các xã Kiệt Sơn, Tân Sơn, Đồng Sơn và Lai Đồng",Xã
1985,Phú Thọ,Xuân Đài,"các xã Kim Thượng, Xuân Sơn và Xuân Đài",Xã
1986,Phú Thọ,Long Cốc,"các xã Tam Thanh, Vinh Tiền và Long Cốc",Xã
1987,Phú Thọ,Yên Lập,"thị trấn Yên Lập và các xã Đồng Thịnh (huyện Yên Lập), Hưng Long, Đồng Lạc",Xã
1988,Phú Thọ,Thượng Long,"các xã Phúc Khánh, Nga Hoàng và Thượng Long",Xã
1989,Phú Thọ,Sơn Lương,"các xã Mỹ Lương, Mỹ Lung và Lương Sơn",Xã
1990,Phú Thọ,Xuân Viên,"các xã Xuân Thủy (huyện Yên Lập), Xuân An và Xuân Viên",Xã
1991,Phú Thọ,Minh Hòa,"các xã Ngọc Lập, Ngọc Đồng và Minh Hòa",Xã
1992,Phú Thọ,Tam Sơn,"xã Tân Lập (huyện Sông Lô), xã Đồng Quế và thị trấn Tam Sơn",Xã
1993,Phú Thọ,Sông Lô,"các xã Đồng Thịnh (huyện Sông Lô), Tứ Yên, Đức Bác và Yên Thạch",Xã
1994,Phú Thọ,Hải Lựu,"các xã Nhân Đạo, Đôn Nhân, Phương Khoan và Hải Lựu",Xã
1995,Phú Thọ,Yên Lãng,xã Quang Yên và xã Lãng Công,Xã
1996,Phú Thọ,Lập Thạch,"thị trấn Lập Thạch và các xã Xuân Hòa, Tử Du, Vân Trục",Xã
1997,Phú Thọ,Tiên Lữ,"các xã Xuân Lôi, Văn Quán, Đồng Ích và Tiên Lữ",Xã
1998,Phú Thọ,Thái Hòa,"các xã Bắc Bình, Liễn Sơn và Thái Hòa",Xã
1999,Phú Thọ,Liên Hòa,"thị trấn Hoa Sơn, xã Bàn Giản và xã Liên Hòa",Xã
2000,Phú Thọ,Hợp Lý,"các xã Ngọc Mỹ (huyện Lập Thạch), Quang Sơn và Hợp Lý",Xã
2001,Phú Thọ,Sơn Đông,"các xã Tây Sơn, Cao Phong và Sơn Đông",Xã
2002,Phú Thọ,Tam Đảo,"thị trấn Hợp Châu, thị trấn Tam Đảo, xã Hồ Sơn và xã Minh Quang",Xã
2003,Phú Thọ,Đại Đình,thị trấn Đại Đình và xã Bồ Lý,Xã
2004,Phú Thọ,Đạo Trù,,Xã
2005,Phú Thọ,Tam Dương,"thị trấn Hợp Hòa, thị trấn Kim Long, xã Hướng Đạo và xã Đạo Tú",Xã
2006,Phú Thọ,Hội Thịnh,"các xã Duy Phiên, Thanh Vân và Hội Thịnh",Xã
2007,Phú Thọ,Hoàng An,"các xã Hoàng Đan, Hoàng Lâu và An Hòa",Xã
2008,Phú Thọ,Tam Dương Bắc,"các xã Đồng Tĩnh, Hoàng Hoa và Tam Quan",Xã
2009,Phú Thọ,Vĩnh Tường,"thị trấn Vĩnh Tường, thị trấn Tứ Trưng, xã Lương Điền và xã Vũ Di",Xã
2010,Phú Thọ,Thổ Tang,"thị trấn Thổ Tang, xã Thượng Trưng và xã Tuân Chính",Xã
2011,Phú Thọ,Vĩnh Hưng,"các xã Nghĩa Hưng, Yên Lập và Đại Đồng",Xã
